EmployeeID,Age,Gender,Country,Department,JobLevel,YearsAtCompany,MonthlyIncome,NumProjects,LastEvaluationScore,SatisfactionLevel,AvgWorkHoursPerWeek,PromotedLast5Years,HasMentor,RemoteWork,TrainingHours,Certifications,LeavesTaken,FeedbackScore,Attrition
24440,51.0,Male,India,Marketing,Mid,14,90931.0,2,,5,58,1,1,1,76,4,22,2.7,0
24441,35.0,Male,Germany,Sales,Senior,14,108485.0,3,0.82,5,36,1,1,1,66,2,29,1.1,1
24442,54.0,Other,India,Marketing,Lead,1,98380.0,7,0.83,5,50,1,0,0,84,3,11,1.8,0
24443,28.0,Other,Germany,HR,Mid,7,42680.0,1,0.63,4,51,0,1,0,8,0,29,2.8,0
24444,39.0,Female,India,Marketing,Mid,6,140558.0,3,0.61,3,37,0,0,0,30,3,24,1.3,0
24445,33.0,Other,Canada,Marketing,Junior,8,30060.0,5,0.78,4,58,1,0,1,20,1,22,4.1,0
24446,23.0,Other,UK,Support,Junior,12,84271.0,8,0.63,4,39,0,0,1,30,0,29,1.3,1
24447,50.0,Female,Germany,Support,Mid,19,64989.0,9,1.0,2,41,1,1,0,71,3,22,3.1,0
24448,42.0,Other,USA,Support,Junior,17,50344.0,5,0.75,2,56,1,0,1,29,3,29,1.4,0
24449,28.0,Male,Canada,Marketing,Junior,7,90048.0,4,,4,55,0,1,1,64,4,29,1.4,0
24450,48.0,Male,Canada,HR,Mid,0,100442.0,2,0.65,4,51,1,1,1,73,4,17,3.9,1
24451,33.0,Male,Germany,Development,Junior,17,52916.0,7,0.91,1,57,0,0,1,19,2,18,3.1,1
24452,41.0,Other,Germany,Development,Mid,12,83323.0,4,0.65,5,42,1,0,1,33,3,5,2.2,0
24453,35.0,Female,USA,Sales,Mid,10,123785.0,7,0.53,2,41,1,1,0,78,0,26,3.9,0
24454,31.0,Other,Germany,Development,Senior,10,134994.0,3,0.45,1,59,1,1,0,99,4,16,4.3,0
24455,44.0,Female,USA,HR,Senior,8,136567.0,3,0.52,2,45,0,1,0,78,0,18,2.6,0
24456,51.0,Male,Germany,Development,Lead,15,121342.0,6,0.84,5,45,0,0,1,94,3,5,4.6,0
24457,52.0,Female,USA,Marketing,Senior,5,136843.0,5,0.53,2,57,0,0,0,79,2,17,1.5,0
24458,31.0,Male,India,Marketing,Senior,15,74179.0,8,0.87,5,38,1,0,0,54,2,13,3.4,1
24459,40.0,Other,UK,Support,Junior,6,99421.0,6,0.45,3,48,0,1,0,98,3,21,4.3,1
24460,40.0,Other,UK,Sales,Mid,2,32627.0,1,0.6,1,50,1,0,0,25,2,7,2.3,1
24461,44.0,Female,Germany,Development,Mid,10,86537.0,9,0.47,2,55,1,1,1,23,2,29,1.3,1
24462,53.0,Other,Germany,Marketing,Mid,12,43632.0,9,0.43,2,35,0,0,0,16,4,15,1.2,1
24463,41.0,Female,UK,Development,Senior,18,45090.0,6,0.74,3,55,0,1,1,73,3,24,1.8,1
24464,25.0,Other,UK,Support,Mid,0,130992.0,3,0.55,5,46,1,0,0,32,0,26,5.0,1
24465,54.0,Other,USA,Sales,Lead,2,100809.0,3,0.83,5,57,1,1,0,81,3,23,1.6,1
24466,22.0,Other,USA,Support,Mid,13,39511.0,5,0.92,1,39,0,0,1,99,1,0,2.3,0
24467,34.0,Female,India,Development,Mid,13,38409.0,3,0.72,4,48,1,1,0,41,2,8,3.8,0
24468,24.0,Female,India,Development,Junior,2,102198.0,5,0.66,4,40,1,0,1,67,2,17,3.8,1
24469,33.0,Female,USA,Support,Junior,4,123110.0,3,0.57,4,47,0,1,1,48,4,20,1.6,0
24470,50.0,Other,India,HR,Senior,1,92198.0,4,0.61,2,55,0,0,1,26,1,19,4.8,0
24471,52.0,Male,Canada,Support,Senior,1,41457.0,6,0.59,5,53,1,0,0,12,2,13,2.4,0
24472,57.0,Female,USA,Marketing,Lead,16,90286.0,4,0.61,3,35,0,1,1,14,1,0,3.4,0
24473,,Male,India,HR,Senior,8,139468.0,1,0.92,4,42,0,0,1,62,2,11,1.1,0
24474,43.0,Female,India,HR,Junior,14,76190.0,1,0.98,3,57,0,1,0,19,3,17,5.0,0
24475,43.0,Female,Germany,Development,Junior,9,114753.0,8,0.9,3,52,1,0,0,79,4,9,4.7,0
24476,52.0,Male,Germany,Support,Senior,7,94196.0,7,0.73,3,48,0,0,0,83,3,17,2.6,0
24477,35.0,Male,Germany,Support,Mid,3,131776.0,9,0.9,1,51,1,1,1,23,4,11,2.0,0
24478,50.0,Other,UK,Marketing,Lead,18,91981.0,7,0.8,1,43,1,1,1,13,2,12,1.9,0
24479,56.0,Male,UK,Development,Junior,14,73211.0,6,0.74,4,44,0,0,0,94,0,24,3.8,1
24480,30.0,Female,UK,Marketing,Senior,10,141263.0,2,0.91,2,57,1,0,0,11,4,21,1.8,0
24481,53.0,Male,USA,HR,Senior,3,130397.0,5,0.87,2,50,0,0,0,80,1,9,1.3,1
24482,,Male,Germany,Development,Mid,7,126992.0,5,0.78,3,58,1,0,0,24,0,19,3.7,0
24483,31.0,Male,Germany,Development,Mid,10,108617.0,5,0.77,4,36,1,0,0,38,1,19,4.4,0
24484,46.0,Male,USA,Development,Junior,19,64342.0,9,0.71,1,58,0,1,0,69,1,27,4.1,0
24485,54.0,Other,UK,Support,Junior,9,39173.0,5,0.64,5,42,1,1,0,39,2,21,4.9,0
24486,32.0,Female,India,Development,Lead,1,53317.0,1,0.83,4,56,1,0,0,24,3,3,3.6,0
24487,58.0,Female,Canada,Marketing,Junior,10,57806.0,3,0.54,3,41,1,0,0,92,3,27,3.4,0
24488,30.0,Female,Germany,Marketing,Lead,12,98036.0,6,0.71,2,45,1,0,0,79,3,1,1.1,0
24489,28.0,Other,UK,Marketing,Lead,0,99259.0,7,0.52,1,45,0,0,1,35,3,1,1.8,0
24490,28.0,Male,India,HR,Lead,9,88999.0,7,0.88,3,39,1,1,0,9,2,1,4.1,0
24491,55.0,Female,Germany,HR,Mid,5,100611.0,7,0.93,4,35,1,0,1,97,4,26,1.8,0
24492,40.0,Female,Germany,HR,Lead,12,122431.0,8,0.71,2,57,0,0,1,9,1,22,4.0,0
24493,41.0,Male,Canada,Support,Senior,5,138115.0,6,0.64,2,55,1,0,1,45,0,22,1.1,0
24494,46.0,Female,UK,Development,Junior,9,82107.0,6,0.43,5,58,1,1,0,90,0,1,3.0,0
24495,26.0,Male,USA,Support,Senior,1,117993.0,4,0.59,1,56,0,1,0,12,4,15,2.0,0
24496,50.0,Other,India,HR,Lead,11,72796.0,3,0.59,2,48,1,1,0,37,2,6,3.3,0
24497,48.0,Female,India,Support,Mid,0,120992.0,5,0.6,2,51,1,1,0,83,2,11,2.0,1
24498,46.0,Female,UK,Development,Junior,1,128415.0,5,,2,54,0,1,1,83,3,28,3.1,0
24499,58.0,Male,India,Marketing,Junior,11,54227.0,8,,3,52,1,1,1,6,3,10,4.7,0
24500,36.0,Other,USA,Marketing,Mid,7,74781.0,9,0.51,3,51,0,0,1,3,4,26,3.9,0
24501,25.0,Female,India,HR,Mid,19,113179.0,7,0.94,1,42,1,0,1,68,2,16,4.8,0
24502,35.0,Male,UK,Support,Lead,6,126830.0,6,0.78,2,52,1,0,1,89,3,23,1.1,0
24503,38.0,Other,USA,Marketing,Lead,0,122445.0,8,0.58,4,53,1,0,0,40,2,25,1.2,1
24504,42.0,Male,Canada,Support,Mid,3,84429.0,2,0.91,4,43,1,1,0,48,1,19,2.1,0
24505,37.0,Female,UK,Marketing,Lead,6,139490.0,7,0.54,5,57,0,0,0,82,4,5,4.7,0
24506,47.0,Female,Canada,Support,Lead,4,44595.0,1,0.48,3,45,1,0,0,46,0,11,1.4,0
24507,30.0,Female,India,Marketing,Junior,15,98175.0,8,0.46,2,55,0,1,1,61,3,5,4.9,0
24508,23.0,Male,USA,Support,Junior,13,87479.0,1,0.74,1,39,0,0,0,60,2,5,1.9,0
24509,36.0,Other,India,Sales,Junior,11,66343.0,6,0.43,2,48,1,0,0,57,2,11,4.5,0
24510,56.0,Female,UK,Development,Lead,2,118154.0,4,0.8,1,55,1,0,0,62,2,24,4.5,0
24511,45.0,Female,Canada,Support,Lead,2,66686.0,7,0.67,4,35,0,1,1,98,1,10,2.7,0
24512,59.0,Male,Canada,Support,Lead,19,83672.0,1,0.72,4,49,1,0,0,7,4,9,3.4,0
24513,,Female,India,HR,Senior,4,56790.0,8,0.63,2,41,0,1,1,6,0,27,3.5,0
24514,58.0,Male,UK,Support,Mid,8,82663.0,8,0.71,4,59,0,1,0,25,1,18,1.9,0
24515,58.0,Female,India,Support,Mid,7,86845.0,3,0.43,5,40,1,1,0,84,4,19,2.4,0
24516,27.0,Other,Germany,HR,Junior,16,68969.0,8,0.61,4,47,1,1,0,44,3,24,2.3,1
24517,39.0,Female,UK,Sales,Senior,6,61227.0,7,0.86,3,51,1,1,0,64,3,15,1.9,0
24518,43.0,Male,UK,Support,Lead,12,83695.0,4,0.49,1,58,0,1,0,75,1,24,1.2,0
24519,39.0,Female,USA,HR,Senior,5,37905.0,5,0.4,3,41,0,0,0,78,2,15,3.8,0
24520,23.0,Male,Germany,Development,Junior,12,82090.0,4,0.53,5,58,1,1,0,48,3,20,1.8,0
24521,53.0,Male,Canada,Marketing,Junior,14,43705.0,5,0.4,2,52,1,1,0,31,4,6,3.5,0
24522,38.0,Male,India,Development,Lead,10,60187.0,5,0.73,4,44,1,1,1,25,3,9,2.6,0
24523,22.0,Other,Canada,Sales,Junior,1,30492.0,9,0.44,2,45,0,1,0,7,1,1,3.6,0
24524,30.0,Other,UK,Development,Senior,10,39423.0,7,0.61,5,59,0,1,1,91,4,22,4.5,0
24525,34.0,Female,India,Marketing,Lead,8,127897.0,4,0.51,1,59,0,1,1,96,1,3,1.3,0
24526,57.0,Male,Canada,Sales,Mid,19,133112.0,4,0.74,3,59,1,0,1,94,0,16,1.8,0
24527,58.0,Other,India,Development,Lead,13,92635.0,4,0.54,5,49,1,1,0,51,2,8,2.7,0
24528,51.0,Male,Canada,Development,Junior,8,145097.0,2,0.97,5,52,0,1,0,80,2,20,2.6,0
24529,52.0,Female,India,Support,Senior,6,92450.0,9,0.8,2,35,0,0,1,67,4,26,2.5,1
24530,44.0,Male,Canada,Sales,Junior,1,62018.0,6,0.73,3,54,0,0,0,33,3,29,1.1,1
24531,49.0,Other,Canada,Development,Mid,2,144231.0,4,0.84,1,56,0,1,0,83,2,6,3.1,0
24532,31.0,Other,India,Marketing,Mid,8,40193.0,7,0.45,1,42,0,0,0,18,0,20,2.2,0
24533,46.0,Male,USA,Development,Junior,16,121184.0,6,0.67,1,40,0,1,0,54,3,19,4.4,0
24534,57.0,Male,India,Support,Lead,9,79783.0,6,0.46,2,35,0,1,0,92,0,18,3.5,0
24535,47.0,Male,Canada,Marketing,Lead,13,62116.0,4,0.96,4,45,1,0,0,2,2,17,1.5,0
24536,,Male,Germany,HR,Lead,13,112485.0,3,0.46,1,38,1,1,1,52,0,26,4.4,1
24537,34.0,Male,UK,Support,Senior,0,87038.0,7,0.85,4,58,1,1,1,99,4,9,3.5,0
24538,38.0,Male,USA,Development,Mid,11,96001.0,5,0.4,5,48,0,0,1,96,3,28,2.6,0
24539,25.0,Female,India,Support,Lead,2,112059.0,2,0.63,5,58,0,0,0,13,4,16,3.2,0
24540,44.0,Female,UK,Support,Mid,17,131926.0,6,0.91,2,48,0,1,1,66,1,13,1.8,0
24541,56.0,Other,USA,Marketing,Mid,6,132099.0,1,0.7,5,38,1,1,0,32,0,29,3.0,0
24542,32.0,Male,Germany,Sales,Junior,12,113580.0,7,0.96,3,52,0,0,0,92,2,28,3.9,0
24543,33.0,Female,UK,HR,Junior,6,34275.0,8,0.53,3,49,0,1,1,51,3,28,3.9,0
24544,30.0,Male,India,HR,Junior,2,38741.0,9,0.84,3,47,0,1,1,25,0,21,1.2,0
24545,,Other,Germany,Sales,Lead,10,114389.0,5,0.58,5,50,1,0,0,3,1,3,2.8,0
24546,58.0,Female,India,Support,Senior,6,46864.0,5,0.53,2,42,1,0,1,22,1,26,5.0,0
24547,26.0,Male,UK,HR,Senior,14,139876.0,4,0.46,2,41,1,0,0,43,4,0,1.3,1
24548,40.0,Male,India,Marketing,Mid,14,99960.0,2,0.88,5,46,0,0,1,22,1,5,2.4,0
24549,32.0,Male,Germany,Development,Senior,0,50676.0,9,0.83,4,54,0,1,1,12,2,15,2.2,0
24550,30.0,Male,Germany,Marketing,Mid,3,94723.0,5,0.53,5,52,0,1,0,91,4,19,4.8,0
24551,56.0,Male,UK,Marketing,Lead,10,,4,0.63,2,49,0,0,1,66,3,22,4.8,0
24552,48.0,Male,UK,Development,Mid,9,111492.0,9,,1,38,0,0,0,33,2,10,1.2,0
24553,34.0,Other,Canada,Development,Mid,12,61768.0,8,0.75,3,46,0,0,0,60,0,5,1.3,1
24554,33.0,Male,Germany,Marketing,Mid,10,131740.0,2,0.82,2,54,1,1,1,25,2,10,4.1,0
24555,30.0,Male,Canada,HR,Junior,10,101155.0,2,0.69,1,48,0,1,0,37,2,27,3.2,1
24556,49.0,Female,India,HR,Senior,2,114508.0,9,0.9,1,39,1,1,1,69,1,23,2.8,0
24557,34.0,Male,UK,Marketing,Lead,13,32509.0,9,0.77,2,48,0,1,1,25,4,15,1.8,0
24558,41.0,Male,USA,Development,Senior,13,142314.0,6,0.58,1,57,1,1,1,9,1,23,3.8,1
24559,34.0,Female,India,Marketing,Lead,15,78524.0,1,0.44,3,59,0,1,1,67,0,6,3.5,0
24560,48.0,Female,Canada,Support,Junior,12,111660.0,5,0.87,5,47,1,1,1,67,2,16,3.3,0
24561,47.0,Male,Germany,Support,Lead,18,149714.0,6,0.54,4,40,1,1,0,0,2,24,3.5,0
24562,50.0,Other,UK,Support,Lead,13,68871.0,1,0.75,2,54,0,1,0,18,3,24,1.6,0
24563,50.0,Female,UK,Support,Lead,17,147789.0,2,0.95,3,55,1,0,1,54,2,27,2.5,1
24564,43.0,Female,India,Development,Lead,15,42793.0,7,0.74,3,59,1,0,0,82,0,0,3.6,0
24565,30.0,Male,India,Support,Senior,6,89915.0,8,,1,50,1,1,1,32,4,2,3.4,0
24566,45.0,Female,UK,Support,Senior,2,87484.0,9,0.85,5,46,1,1,1,57,2,12,2.6,0
24567,40.0,Male,Canada,Development,Junior,2,103435.0,2,0.72,1,37,0,1,0,48,3,13,2.9,0
24568,59.0,Other,Germany,Sales,Lead,4,73683.0,9,0.44,2,50,0,1,0,77,0,15,4.3,0
24569,52.0,Other,UK,HR,Lead,4,31369.0,1,0.59,3,45,1,0,0,32,3,7,4.1,0
24570,36.0,Male,UK,HR,Lead,12,54420.0,2,0.53,4,53,0,0,1,95,4,17,2.1,1
24571,53.0,Other,India,Support,Junior,17,118093.0,5,0.9,2,56,1,1,0,84,1,15,2.1,0
24572,50.0,Male,Germany,Support,Lead,7,100931.0,4,0.74,2,47,0,0,0,7,0,29,4.7,0
24573,55.0,Female,UK,Support,Lead,1,62559.0,2,0.77,3,58,0,0,1,96,1,6,4.5,1
24574,30.0,Female,India,Sales,Mid,3,90171.0,8,0.87,4,49,1,0,0,4,1,29,4.3,0
24575,56.0,Male,USA,Marketing,Senior,0,97268.0,2,0.59,2,56,0,0,1,6,2,7,2.6,0
24576,27.0,Male,UK,Sales,Mid,17,74306.0,1,0.92,1,45,1,1,1,75,3,22,4.9,0
24577,58.0,Female,USA,Development,Senior,6,39365.0,7,0.46,5,44,0,1,1,93,0,10,1.1,1
24578,35.0,Male,Germany,HR,Senior,8,65011.0,5,0.64,5,56,1,1,0,27,0,6,4.2,0
24579,30.0,Female,Germany,Support,Junior,12,92842.0,6,0.83,1,51,1,0,1,17,4,0,4.7,0
24580,40.0,Male,UK,HR,Senior,19,55201.0,6,0.73,5,57,0,0,0,40,4,6,4.4,0
24581,44.0,Female,Canada,Sales,Junior,9,118074.0,5,0.68,5,50,0,1,0,30,0,15,3.7,0
24582,49.0,Other,India,Support,Lead,16,122183.0,4,0.53,1,55,1,0,0,33,1,29,2.0,1
24583,37.0,Other,India,HR,Mid,18,105276.0,1,0.93,2,57,0,1,1,30,3,12,1.1,0
24584,,Female,Canada,Marketing,Lead,1,36735.0,2,0.92,2,51,0,1,1,58,3,5,3.6,1
24585,59.0,Female,USA,Development,Junior,12,91410.0,3,0.94,4,53,1,1,1,29,3,18,3.9,0
24586,46.0,Female,Germany,Support,Lead,12,81439.0,5,0.48,4,56,1,0,1,42,4,28,4.7,0
24587,56.0,Female,UK,Support,Senior,11,78275.0,9,0.42,3,45,0,0,1,66,0,8,5.0,1
24588,26.0,Female,India,Marketing,Mid,4,51056.0,9,0.64,3,56,1,0,0,58,4,11,4.0,0
24589,28.0,Other,India,Support,Senior,12,107018.0,6,0.97,3,46,0,1,1,71,3,15,1.6,0
24590,44.0,Female,UK,HR,Mid,6,110016.0,8,0.67,4,38,0,1,1,13,4,7,3.3,0
24591,46.0,Male,UK,Support,Junior,5,69958.0,3,0.91,5,54,0,1,1,28,2,10,2.0,0
24592,22.0,Other,India,Support,Junior,7,143026.0,8,0.6,3,39,1,0,0,96,3,7,4.1,0
24593,43.0,Female,India,Marketing,Junior,9,101289.0,7,0.96,2,43,1,1,0,2,0,15,3.8,1
24594,25.0,Male,India,Support,Lead,9,143498.0,1,0.94,3,59,0,0,1,64,1,27,1.6,0
24595,49.0,Other,UK,Support,Junior,3,87137.0,6,0.67,3,53,1,1,0,24,3,24,1.9,0
24596,35.0,Male,USA,Support,Senior,11,135409.0,3,0.67,5,40,1,1,0,67,0,1,1.1,0
24597,54.0,Female,India,Marketing,Senior,12,62054.0,9,0.7,3,57,0,0,1,13,0,4,2.5,0
24598,25.0,Male,USA,Marketing,Junior,18,,5,0.78,2,35,0,1,1,14,2,0,1.1,0
24599,32.0,Male,India,HR,Lead,6,80051.0,7,0.8,2,41,0,0,1,59,2,21,3.6,0
24600,53.0,Other,UK,Marketing,Junior,11,79496.0,8,0.94,4,36,1,1,0,14,1,23,2.0,0
24601,25.0,Male,Canada,Marketing,Lead,9,137702.0,8,0.61,3,43,1,1,1,58,2,0,3.0,0
24602,22.0,Male,USA,Support,Junior,5,96753.0,7,0.44,3,44,1,1,0,24,1,16,3.7,0
24603,47.0,Other,Canada,HR,Mid,3,129366.0,6,0.66,1,43,1,1,1,73,0,18,2.1,0
24604,54.0,Female,India,Support,Senior,13,89443.0,4,0.91,5,37,0,0,0,19,0,3,4.8,0
24605,38.0,Male,India,HR,Junior,7,104942.0,7,0.82,3,49,0,0,0,59,2,4,3.7,0
24606,48.0,Female,UK,Development,Mid,16,100661.0,9,0.85,3,58,0,0,1,55,1,9,3.2,0
24607,26.0,Other,Canada,Support,Senior,12,33723.0,7,0.79,1,51,1,1,0,46,1,28,4.6,1
24608,28.0,Female,Canada,HR,Senior,18,49208.0,8,0.88,2,42,0,1,0,35,3,1,1.3,1
24609,46.0,Male,India,Development,Mid,17,56078.0,7,0.55,5,54,1,1,0,65,2,18,3.3,1
24610,29.0,Male,Germany,Development,Mid,5,37180.0,2,0.77,3,38,1,1,1,41,2,17,1.9,0
24611,55.0,Female,Germany,Sales,Senior,17,69339.0,7,0.56,2,44,0,1,1,2,2,1,3.0,0
24612,25.0,Female,Canada,Sales,Mid,14,82440.0,7,0.8,2,41,0,0,0,9,3,4,4.7,0
24613,33.0,Male,Canada,Sales,Lead,4,106853.0,1,0.77,1,47,1,1,0,66,4,25,1.8,0
24614,52.0,Other,USA,Development,Senior,4,52874.0,1,0.79,1,43,0,0,1,20,0,26,3.5,0
24615,32.0,Male,India,HR,Senior,8,124307.0,2,0.88,3,55,1,0,1,61,1,19,1.2,0
24616,58.0,Male,Germany,HR,Junior,6,56758.0,7,0.79,1,52,0,0,1,75,1,9,1.2,0
24617,57.0,Female,UK,Marketing,Senior,0,111778.0,1,0.66,3,40,0,1,0,56,4,13,3.6,0
24618,43.0,Male,USA,Support,Junior,14,139619.0,8,0.56,5,57,0,0,1,38,1,27,2.5,0
24619,22.0,Female,Germany,Development,Lead,11,,3,0.91,3,53,1,1,0,36,3,27,1.1,0
24620,25.0,Other,India,Marketing,Mid,11,145496.0,3,0.67,2,59,1,1,0,50,0,5,3.1,0
24621,57.0,Male,India,Development,Lead,4,82140.0,1,0.63,4,40,0,0,0,92,2,16,4.4,0
24622,29.0,Other,India,Sales,Senior,12,38078.0,7,0.54,1,53,0,1,0,38,4,8,1.8,0
24623,46.0,Other,Germany,Development,Senior,5,55650.0,5,0.66,5,38,0,0,1,33,0,3,4.5,1
24624,49.0,Male,India,Sales,Mid,9,83458.0,5,0.67,5,46,0,0,1,98,1,25,2.5,1
24625,59.0,Female,UK,Sales,Lead,7,38481.0,7,0.54,1,43,0,1,1,39,0,10,3.6,0
24626,57.0,Female,India,HR,Lead,15,43819.0,8,0.45,4,44,0,1,0,49,0,27,1.5,1
24627,57.0,Male,USA,Sales,Senior,12,107734.0,8,0.76,3,41,0,0,0,82,2,7,1.8,1
24628,25.0,Female,UK,Marketing,Junior,8,135008.0,2,0.89,5,48,1,1,1,99,2,17,2.7,1
24629,34.0,Female,USA,Support,Senior,1,114659.0,5,0.43,2,35,1,0,0,48,3,28,2.1,0
24630,59.0,Other,USA,HR,Senior,16,60724.0,5,0.62,3,47,0,1,0,97,4,1,4.5,0
24631,46.0,Female,Canada,HR,Mid,16,136645.0,4,0.79,4,47,1,0,0,80,3,24,4.9,0
24632,24.0,Female,Canada,HR,Senior,11,83810.0,3,0.44,3,57,1,0,0,35,0,24,3.6,0
24633,53.0,Male,India,Support,Mid,17,147857.0,8,0.47,1,47,1,1,0,48,1,28,2.5,0
24634,22.0,Other,UK,Development,Lead,12,,4,0.54,3,46,1,1,0,21,2,20,2.5,0
24635,32.0,Female,Germany,HR,Senior,3,149329.0,6,0.92,2,43,0,0,0,6,1,14,3.9,0
24636,23.0,Male,Canada,Sales,Lead,10,76804.0,7,,1,48,0,0,0,89,2,5,1.4,0
24637,26.0,Female,UK,Development,Lead,0,63144.0,3,0.57,5,55,0,0,0,27,2,21,3.7,1
24638,43.0,Other,Canada,HR,Lead,2,65558.0,4,0.93,1,35,1,0,0,60,3,9,1.7,1
24639,34.0,Other,UK,HR,Lead,7,117080.0,8,0.65,1,55,0,1,0,25,3,1,2.2,0
24640,,Other,India,Marketing,Lead,3,45388.0,7,0.83,3,37,0,0,0,13,3,13,4.9,0
24641,52.0,Other,USA,Marketing,Mid,12,40466.0,2,0.9,2,53,0,0,0,54,4,17,1.8,0
24642,56.0,Other,Canada,Marketing,Mid,13,76934.0,9,0.59,1,57,1,1,0,85,4,23,1.9,0
24643,59.0,Other,USA,HR,Lead,19,34882.0,9,0.58,4,47,1,0,0,44,2,13,3.8,1
24644,56.0,Male,USA,HR,Lead,14,146981.0,2,0.81,2,37,0,1,1,86,1,4,3.9,0
24645,34.0,Other,Germany,Marketing,Mid,1,143027.0,3,0.46,5,59,0,1,1,6,2,6,2.6,0
24646,28.0,Female,Germany,Sales,Senior,9,96485.0,4,0.52,3,53,1,0,1,22,4,1,4.2,0
24647,26.0,Female,India,Marketing,Lead,4,141770.0,1,0.65,2,47,1,1,0,56,0,8,2.1,0
24648,50.0,Female,UK,HR,Lead,8,144790.0,9,0.42,3,41,0,0,0,27,3,16,4.8,0
24649,29.0,Female,India,HR,Senior,13,53500.0,5,0.61,1,59,1,0,1,14,1,5,3.3,0
24650,,Other,UK,Support,Lead,6,66154.0,2,0.72,5,46,0,1,1,89,1,7,4.7,1
24651,28.0,Other,Germany,Sales,Junior,2,131922.0,3,0.43,4,54,0,1,0,20,4,6,2.8,0
24652,40.0,Male,India,Development,Junior,10,47367.0,6,0.81,1,36,0,1,0,93,2,2,2.9,1
24653,44.0,Other,UK,Sales,Lead,12,46692.0,7,0.62,2,44,1,1,0,51,2,2,2.9,1
24654,57.0,Female,Germany,Marketing,Senior,13,116420.0,8,0.59,2,42,0,0,1,63,2,1,4.8,0
24655,53.0,Male,UK,Marketing,Mid,10,136508.0,4,0.71,1,52,0,0,0,62,4,29,3.7,1
24656,25.0,Male,India,Sales,Junior,2,131796.0,9,0.44,1,41,0,1,1,29,0,14,1.2,0
24657,51.0,Male,Canada,Support,Senior,2,65970.0,6,0.45,1,45,0,1,0,40,2,21,3.8,1
24658,26.0,Male,Canada,Support,Lead,9,113205.0,9,0.61,3,46,1,0,0,39,2,27,3.1,0
24659,24.0,Other,India,Development,Junior,7,123456.0,9,0.57,4,58,1,0,0,13,2,11,3.9,0
24660,43.0,Male,USA,Marketing,Mid,2,90621.0,7,0.54,1,50,0,0,1,52,0,12,3.7,1
24661,49.0,Other,Canada,HR,Mid,7,30692.0,3,0.52,3,50,0,0,1,29,2,8,1.3,0
24662,43.0,Male,Canada,Development,Mid,14,116088.0,6,0.85,1,57,1,1,1,12,1,18,4.4,0
24663,43.0,Other,Canada,Sales,Lead,15,144552.0,6,0.79,5,52,0,0,1,58,0,29,1.4,0
24664,55.0,Other,USA,Support,Junior,15,113194.0,5,0.45,2,56,1,0,0,12,2,2,4.1,0
24665,50.0,Female,Germany,Development,Lead,5,114514.0,6,0.72,3,53,1,1,1,20,2,3,3.7,0
24666,34.0,Other,Germany,HR,Senior,4,46328.0,2,0.49,2,58,1,1,1,33,0,28,2.6,0
24667,28.0,Male,USA,Support,Junior,11,68189.0,4,0.41,2,43,1,0,0,9,2,17,3.3,0
24668,31.0,Male,USA,HR,Senior,18,49907.0,7,0.78,3,53,0,1,1,25,0,22,2.4,0
24669,49.0,Other,India,HR,Mid,13,111096.0,6,0.6,4,53,1,1,0,98,0,20,1.5,0
24670,25.0,Other,India,Support,Junior,6,134430.0,9,,1,53,1,0,0,9,1,29,4.5,0
24671,53.0,Other,India,HR,Lead,10,87144.0,5,0.44,2,47,1,1,1,68,1,20,4.3,0
24672,,Other,Germany,Development,Mid,13,119752.0,4,0.69,3,50,0,0,1,10,1,1,4.1,1
24673,41.0,Female,UK,Support,Lead,5,46859.0,1,0.73,1,47,1,0,1,80,0,12,1.9,0
24674,41.0,Female,Canada,Support,Mid,3,42352.0,1,0.64,2,36,0,1,0,47,2,23,1.1,1
24675,27.0,Female,India,Support,Junior,16,54968.0,7,0.52,1,52,1,1,0,19,3,11,1.7,0
24676,30.0,Female,Canada,Marketing,Lead,6,136281.0,7,0.4,4,45,0,0,0,22,0,21,1.5,0
24677,49.0,Female,USA,Marketing,Junior,11,43093.0,3,0.6,1,35,1,1,0,13,1,11,1.2,0
24678,34.0,Other,Germany,Support,Lead,2,,9,0.89,4,46,0,1,1,32,4,6,4.7,0
24679,52.0,Female,India,Development,Lead,8,102895.0,1,0.49,5,49,0,0,0,57,1,10,2.9,0
24680,35.0,Female,UK,HR,Mid,8,,9,0.93,2,51,1,1,0,93,1,26,3.2,0
24681,43.0,Other,Germany,Development,Junior,11,61073.0,2,1.0,3,46,0,0,0,13,2,21,1.7,0
24682,58.0,Other,USA,Marketing,Lead,14,57798.0,2,0.47,2,44,1,1,0,14,0,14,2.0,1
24683,45.0,Male,Canada,HR,Senior,3,39653.0,4,0.95,2,46,1,0,0,53,3,23,2.5,1
24684,29.0,Male,Germany,Marketing,Lead,9,121559.0,1,0.44,1,43,0,0,0,87,2,20,4.2,0
24685,36.0,Male,Canada,HR,Senior,8,51785.0,8,0.48,4,36,1,1,1,14,1,24,4.4,0
24686,,Female,India,Support,Senior,12,139542.0,7,0.82,5,56,0,1,1,39,0,5,1.3,0
24687,44.0,Other,USA,Support,Lead,13,95690.0,8,0.79,5,44,1,0,0,73,3,28,2.8,0
24688,46.0,Male,UK,Support,Mid,0,98856.0,3,0.6,5,38,1,0,0,63,3,2,4.0,0
24689,52.0,Male,Germany,HR,Junior,16,92393.0,5,,5,57,1,0,0,29,2,1,1.2,0
